CODE_QUARTIER;INCOME_1;INCOME_2;INCOME_3;INCOME_4;INCOME_5;INCOME_6;INCOME_7;INCOME_8;INCOME_9;INCOME_10;INCOME_11;INCOME_12;INCOME_13;INCOME_14;INCOME_15;INCOME_16;FAMILIES_1;FAMILIES_2;FAMILIES_3;FAMILIES_4;FAMILIES_5;FAMILIES_6;FAMILIES_7;FAMILIES_8;FAMILIES_9;FAMILIES_10;POP_IN_LABOUR_FORCE_CIVIL_EMP;POP_IN_LABOUR_FORCE_CIVIL_UNEMP;POP_IN_LABOUR_FORCE_ARME;POP_OUT_LABOUR_FORCE;OCC_1;OCC_2;OCC_3;OCC_4;OCC_5;IND_1;IND_2;IND_3;IND_4;IND_5;IND_6;IND_7;IND_8;IND_9;IND_10;IND_11;IND_12;IND_13;WORKER_1;WORKER_2;WORKER_3;WORKER_4;0_VEHICLE;1_VEHICULE;2_VEHICULE;3_MORE_VEHICULE;SEXE_M;SEXE_F;TR1_AGE ;TR2_AGE ;TR3_AGE ;TR4_AGE ;TR5_AGE ;TR6_AGE ;TR7_AGE ;TR8_AGE ;TR9_AGE ;TR10_AGE ;TR11_AGE ;TR12_AGE ;TR13_AGE ;RELATION_HOUSEHOLDER;RELATION_SPOSE;RELATION_CHILD;RELATION_OTHER;RELATION_NORELATIVE;RELATION_NORELATIVE_UNMARRIED;SCHOOL_BEFORE;SCHOOL_KINDERGARDEN;SCHOOL_ELEMENTARY;SCHOOL_HIGH;SCHOOL_COLLEGE;EDUC_1;EDUC_2;EDUC_3;EDUC_4;EDUC_5;EDUC_6;EDUC_7;OWNER_OCC;RENTER_OCC;1_UNIT_DET;1_UNIT_ATT;2_UNITS;3_4_UNITS;5_9_UNITS;10_19_UNITS;20_MORE_UNITS;MOBILE_HOME;BOAT_RV_VAN
BK72;1726;1558;1411;999;1035;672;389;318;81;110;6354;1584;269;825;385;4501;976;1312;1260;937;899;634;316;303;81;95;7970;437;0;10160;2674;1014;3347;239;696;62;222;849;523;1092;172;130;545;654;2931;243;422;125;7171;524;275;0;6108;2075;107;9;16820;16008;6163;3773;3620;3279;3064;3960;2416;2161;1306;987;796;770;533;8299;5555;17406;1007;296;230;1708;1105;5890;3200;1844;1889;2398;4915;2244;483;577;423;1147;7152;319;338;748;2276;776;466;3961;43;12
BK73;2200;1407;2018;1715;2060;3013;1928;2461;1117;1253;15944;3104;716;1459;659;4812;788;836;1373;999;1195;1062;652;862;402;522;25281;1754;27;10751;13240;4133;5817;824;1267;13;813;1167;639;2392;693;2199;1911;5346;4250;4125;1105;628;20648;2094;2438;101;13728;4837;565;42;22290;23780;3017;2480;2315;2361;4123;13445;7162;4860;1684;1405;1683;1014;521;19172;5109;11760;2867;6966;2172;578;619;3641;2215;2800;3418;3086;4676;4218;1205;9827;5344;2866;16306;497;416;1247;3156;3991;2111;9422;104;0
BK76;1270;711;1238;1410;1484;2868;2286;2171;955;731;12700;2418;917;462;194;801;355;182;505;689;681;1096;777;1259;372;414;19849;1289;10;7519;9383;3080;4344;1691;1351;18;1715;978;412;1817;561;1975;1188;3504;3388;2717;1012;564;16333;1853;1619;44;10019;4193;778;134;15499;16023;937;878;914;879;2653;10463;4465;4068;2045;1519;1314;986;401;15124;4603;5410;1531;4639;1357;163;213;1305;866;2746;1554;1234;4658;3362;2170;7844;4439;2859;12265;363;522;1997;4409;7816;1183;973;39;0
BK90;1481;1265;1927;1471;1600;2484;1679;1871;701;409;11519;3508;1379;1103;553;3019;444;614;1042;885;841;1103;549;849;266;172;18002;1709;16;9704;8032;3614;4005;885;1466;0;761;1192;513;1392;611;1631;1200;3091;3056;3346;744;465;14646;1653;1659;44;10397;3694;703;94;15587;17568;1341;913;1342;1460;3038;9522;4605;3482;1575;1450;2128;1741;558;14888;3931;6991;2137;4822;1338;341;289;1620;1261;2919;3106;2858;5061;3477;1247;6223;3089;2396;12492;339;647;1679;2673;4470;1062;4923;0;21
BK09;580;195;628;537;775;1430;1249;1921;1115;2916;9630;2402;1466;114;106;230;38;50;77;105;72;373;363;790;753;2163;14060;788;0;5902;10086;910;2568;282;214;0;163;243;216;669;293;1269;2346;3787;2902;893;567;712;10844;1569;1647;0;8194;2801;290;61;11805;11693;1538;543;547;1109;1464;5809;4242;2564;1446;1355;1610;854;417;11346;4292;3775;646;1309;728;412;90;922;515;2393;203;123;1396;1283;640;6387;8265;4957;6389;98;451;462;1155;1897;1541;7131;0;0
BK38;1784;787;1274;995;1357;1575;1502;2084;1369;2358;12308;2667;1300;1191;701;3078;675;395;711;473;742;648;525;880;765;1578;18202;2042;0;9200;11354;2170;3678;399;601;0;290;826;452;1434;339;1432;2024;3832;4244;1725;803;801;14079;2287;1817;19;10868;3647;524;46;17227;18146;2145;2038;1487;1448;2276;8988;6349;4529;1339;1505;1857;928;484;15085;4214;8252;2021;3319;1444;455;464;2855;1119;2691;2065;2117;3972;2952;959;7423;6491;3675;11410;235;589;1326;2266;1618;939;10051;9;0
BK68;1405;834;989;1196;926;1593;1234;1734;816;833;8967;2427;1029;1024;636;2442;569;421;449;449;490;680;592;856;342;588;13331;1780;0;7582;7626;2419;2437;304;545;6;260;456;111;1070;406;1129;811;2241;3880;1508;735;718;10104;2148;1079;0;8003;2941;470;146;11367;15615;1640;1200;1285;1521;2329;6268;4293;2867;1169;1373;1575;1036;426;11560;2591;5766;2571;2228;853;398;445;1770;893;2864;1591;2058;2807;2412;976;4455;4708;2531;9029;157;360;1131;2667;1437;842;6495;0;19
BK69;1480;749;1379;1236;1603;2432;1741;2123;1211;983;11863;2974;1767;615;289;1926;326;259;597;479;660;1102;778;1011;717;607;19069;1951;0;9884;10533;3002;3852;620;1062;38;551;548;337;1484;841;1348;1609;3674;4428;2447;850;914;14175;3189;1705;0;8877;4984;793;283;17412;19001;2191;1762;1290;1911;4569;8290;6195;3367;1850;1704;1952;807;525;14937;3836;7459;2898;5429;1544;574;377;2407;928;5537;1107;1629;3887;4039;1138;7351;5539;5018;9919;334;922;1893;4182;2263;1213;6144;12;43
BK35;4370;1840;3148;2422;3232;3636;2298;2134;854;426;16989;5819;2730;2776;2253;8318;2093;878;1982;1310;2055;2306;1586;1434;676;337;25298;4787;31;19712;8070;7133;6035;1553;2507;0;1334;761;512;2473;1922;582;1884;2727;8092;1816;1263;1932;17865;5933;1500;0;16239;6721;1147;253;28872;35459;4878;4337;4312;4478;5326;10603;9019;8682;3422;3064;3961;1652;597;24360;5038;19804;10115;4320;1368;1196;904;6844;4281;4360;4071;5759;12516;7226;2581;5917;2930;5608;18752;515;1431;5641;8523;4805;2029;5540;0;0
BK75;3845;2241;3186;2725;3049;4088;2099;2005;580;407;18619;4690;2130;2445;1833;8447;1787;1413;1921;1841;2157;2598;1292;1194;420;280;27423;3606;0;19832;9059;6978;7310;1745;2331;69;1259;1020;644;3053;1701;1154;1814;2716;8647;2913;1032;1401;21053;4984;1363;23;16371;6642;981;231;33241;36854;7277;5714;5326;5255;6497;12341;9768;7375;2597;2716;3003;1786;440;24225;6653;26406;7212;4798;1405;1844;1435;9081;4778;4961;3963;5725;11362;7311;2280;5993;3392;4784;19441;468;1263;3612;8866;3724;3836;6443;16;26
BK77;2841;1326;2630;2277;2821;3539;1697;1237;340;177;15040;2687;768;2078;1134;7011;1758;1047;2012;2050;2113;2417;876;793;197;152;27351;3095;42;17897;5423;8707;4921;3316;4984;46;3155;2422;822;2953;1523;705;917;2871;5354;4191;1971;421;23148;2299;1876;28;14255;3703;786;141;31752;30065;4902;4077;3684;4930;6965;13567;9016;6732;2529;1826;2193;1040;356;18885;5576;19405;9664;7773;2189;937;1088;6256;3919;4192;11957;6454;7619;3795;1538;4196;1700;1941;16944;195;460;2325;4515;10891;797;1493;42;0
BK78;4120;1810;3781;2246;3448;4022;2123;1955;401;258;18029;5071;1755;3271;1488;8727;2006;1028;2624;1398;2396;2697;1369;1479;197;130;29645;4771;0;21083;7834;9645;6965;1845;3356;32;1367;1479;695;4015;1956;1065;1647;3591;7039;3823;1684;1252;22942;4642;1976;85;16492;6094;1319;259;33944;37303;4585;5066;5144;5310;6751;14537;9218;8255;3388;2754;3644;2003;592;24164;6230;24003;9618;6258;1295;1072;1035;8363;4527;5308;8840;6385;11797;6648;2695;5822;2204;4090;20074;669;1023;5237;6564;5243;2649;6134;58;0
BK82;6309;2262;3959;3563;4598;4799;2267;2208;575;231;21744;5942;2866;2706;2648;8236;3796;1394;2792;2613;3419;3688;1748;1857;463;220;32223;4996;26;30703;6484;10741;8624;2053;4321;0;1565;1249;280;3602;3355;740;2091;3203;10393;1995;1695;2055;24797;6356;1054;16;19218;8646;2240;667;40807;51149;7596;7463;7391;8228;7706;12579;12456;11454;4514;3982;5293;2182;1112;30771;8150;35511;12398;3343;1677;1809;1397;12421;7016;5870;5402;7827;21876;8966;3022;4340;2139;7260;23511;1632;2886;9004;7746;2226;1420;10017;22;0
BK83;2187;1030;1486;1348;2054;2515;1207;1205;332;270;10907;2321;793;805;775;2869;1437;727;1205;1136;1629;2211;1077;1050;296;208;18977;1609;38;15432;3214;6102;4936;2176;2549;11;1832;1027;516;2234;1688;293;1135;1904;4628;2029;980;700;16114;2091;767;5;7971;4151;1213;299;22721;24805;3983;3421;3296;4415;4627;6811;7035;6652;2319;1618;1937;1237;175;13634;5531;18193;7834;2185;678;842;559;5556;3716;2641;3711;4611;11332;3852;1269;2086;923;4368;9266;1375;1337;6630;4083;945;285;1197;40;0
BK93;1521;807;884;654;976;930;335;155;63;53;3444;2224;794;1149;213;1967;362;447;475;329;525;630;220;138;63;53;4168;668;0;5753;1736;817;1290;71;254;0;49;61;65;555;209;201;321;136;1751;186;215;419;2506;1586;76;0;4075;1926;377;0;4442;8380;626;878;605;757;1125;1342;1537;1592;587;495;1370;1457;451;6378;1113;3635;1555;80;29;113;168;1204;706;1090;809;773;2827;1633;790;1094;905;115;6263;75;0;47;30;77;375;5862;0;0
BK33;1592;863;1182;1153;1576;2545;1852;2990;1535;2340;14290;3131;1497;1054;491;2148;567;470;463;640;832;1259;789;1592;761;1769;21216;2179;8;8930;13376;2399;4232;400;809;12;363;778;500;1962;394;2149;2069;4543;4756;2141;757;792;16092;2803;2321;0;10483;6077;889;179;18464;20958;2398;2346;1936;1595;1883;9184;7377;4576;2333;1666;2056;1422;650;17628;6116;9704;1906;3431;1717;859;460;3353;1525;2352;1854;1923;4271;3008;1174;9399;7635;4668;12960;283;1160;2554;5856;3550;1124;4800;72;0
BK37;1241;801;1404;1261;2596;4804;3903;6083;3590;5385;27780;4664;2914;638;279;1352;315;182;496;533;1119;1925;1660;3371;2373;3970;45322;3139;30;12577;31342;4183;7448;967;1382;62;795;1465;789;2296;997;4709;4682;9906;11004;4478;2293;1846;34481;6425;4416;0;17710;11415;1702;241;34912;37952;4946;3355;2875;2649;4557;19019;13091;8752;3972;3637;3531;1724;756;31068;12509;16593;3024;9078;3509;1469;887;4791;2497;5871;1924;2380;4890;4901;1524;19336;19527;12042;19026;664;3292;4925;8107;8383;3493;4765;21;0
BK32;1798;1172;2348;1913;2571;2909;1644;1824;425;419;14191;3174;1119;1163;1258;4368;865;823;1654;1542;1720;1861;1127;1162;321;309;25187;2902;1;15241;6581;7546;4898;2489;3673;56;1962;1995;794;2398;1160;990;1318;2471;5098;4680;1767;498;21632;2118;1421;16;11118;4928;766;211;29432;25500;4340;3811;3016;3040;4887;12509;7813;6513;2741;1867;2287;1429;679;17023;6955;16616;6270;5373;1504;982;887;5288;2571;3979;8737;5766;7537;3981;1724;5395;2698;3977;13046;365;1100;3495;5001;4452;1502;2457;0;0
BK34;2385;1841;3308;2751;3077;3230;1766;1492;407;287;17135;3742;1250;1607;1748;6157;1479;1242;2976;2286;2319;2346;1202;1193;321;232;31978;3987;15;19835;5238;12073;6164;3211;5292;49;2866;2925;1008;2806;1473;533;1281;2510;4816;8565;2464;682;26909;2591;2411;67;13657;5673;1076;138;36563;34897;5474;5107;4304;4618;6055;13777;10606;9409;3624;2727;2919;2247;593;20544;10206;23229;10529;6892;1260;1053;1014;7564;3937;4745;14854;8955;10199;3534;1697;4904;1759;4197;16347;539;951;4336;6435;4391;1819;3420;15;0
BK40;611;300;635;740;776;1391;1356;1858;841;1002;8068;1795;996;381;144;624;221;129;266;235;418;662;798;1239;758;741;12979;808;0;4966;7977;1582;2331;529;560;0;581;469;227;678;525;1034;1161;2081;3386;1364;686;787;9194;2230;1555;0;4229;4196;915;170;10698;11873;1689;989;986;769;1811;3841;4085;3175;1701;951;1261;964;349;9510;4093;5645;1386;1880;842;344;282;1520;721;1996;804;775;2981;1654;995;4380;4738;4287;5223;423;1309;2089;1250;871;307;3781;0;0
BK61;6695;3759;4918;4495;6357;6412;3401;3290;907;584;30494;8847;3632;3231;2891;10880;3136;1657;2681;2556;3628;3739;2038;1972;673;479;43139;6483;97;30625;14277;12226;10527;2376;3733;39;1799;1236;734;3620;3086;1814;3812;4558;13732;3719;2612;2378;32554;8219;2338;28;28954;9646;1894;324;44442;55688;6469;5193;6597;7507;7484;18898;13501;13745;4898;4710;6357;3073;1698;40818;7869;29894;11705;7344;2497;1356;1319;9870;6548;7823;5460;8897;20116;12119;4101;10686;5501;6041;34777;1021;1774;5883;8298;6831;5875;16234;24;62
BK64;542;250;720;576;769;1623;1080;1937;850;1047;8276;1354;743;120;189;680;228;47;349;206;272;530;340;886;479;718;12988;1055;0;3626;8768;1383;2102;302;433;0;142;276;156;679;391;1701;1191;2350;3630;1219;577;676;9611;2058;1289;30;6402;2689;278;25;9720;10729;1213;878;545;660;1174;5861;3966;2352;1286;877;994;396;247;9394;2639;3671;1390;3195;1222;484;165;1108;412;1869;622;667;1748;1575;649;5916;4802;3078;6316;139;421;979;1752;1765;1461;3754;0;0
BK60;2851;1836;3239;3401;3974;5219;2316;2022;771;387;21128;5944;2631;1558;1215;5417;1321;861;1593;2233;2586;3187;1716;1608;659;255;31399;5511;0;18931;8997;10816;7196;1968;2422;17;1662;722;362;2787;2489;835;1960;2715;12006;2377;2190;1277;23270;5982;2136;11;16804;7847;1138;227;31645;37752;4835;4474;3472;4338;5724;11533;9259;8811;4463;3868;5021;2500;1099;26016;6581;21257;9597;3910;1260;1524;1047;6218;3519;6435;3916;4755;14983;9671;2909;6645;3675;4256;21760;822;2046;2713;2542;1917;1309;16647;35;58
BK63;2083;1204;2115;1641;1917;2205;1551;1336;324;286;11305;3485;1593;1091;644;3494;749;562;1101;1044;1221;1433;1240;1021;297;242;16742;3117;14;11353;5523;5180;3951;688;1400;0;519;364;230;1598;1237;493;1285;1508;5906;1339;1198;1065;12504;3234;986;18;9412;4317;807;126;19627;21616;2953;3246;3317;2827;4298;5829;4935;5182;2627;2012;2265;1347;405;14662;4545;15586;4151;2096;794;823;701;5172;2408;4147;2325;2715;7097;4784;1856;3801;2024;2203;12459;430;1067;1441;834;674;915;10258;0;11
BK30;793;744;1647;1783;1885;2860;1678;2063;907;606;11555;4869;2430;813;684;2114;425;393;1102;1387;1477;2170;1146;1550;770;519;19964;1810;0;15250;5869;5078;4739;2406;1872;38;2303;1284;620;1944;750;386;1846;1669;4449;2744;1146;785;16311;2566;980;107;5702;6148;2468;648;22395;22821;2707;2463;2482;2559;3206;6835;6188;6205;2817;2483;3595;2526;1150;14966;8618;13294;5796;2159;668;486;404;3855;2254;3278;6116;3227;9337;3731;1773;4662;2953;7063;7903;1598;2753;4288;3976;1466;788;1138;45;0
BK31;2495;1683;3626;3151;4614;5995;4388;4464;2481;2093;26983;9434;5193;1208;939;3892;750;589;1714;1509;2433;3370;2500;3005;1940;1639;38593;3587;332;26144;18086;5650;9353;2222;3282;58;2026;1719;723;3364;2410;1322;4482;4898;10073;3128;2020;2370;30088;6563;1942;0;16515;13925;3981;569;39949;43872;5244;4870;3981;4670;4917;14136;12637;11878;5109;4645;5916;4028;1790;34990;14581;24463;5314;4081;1670;1227;972;6915;3676;6733;4422;4405;13975;8479;2992;15323;10543;12404;22586;2552;3884;6071;3412;3402;1595;16203;6;0
BK27;966;868;1096;1244;1386;1654;1234;1497;421;360;7365;3371;1761;1009;496;1637;399;477;495;794;1110;1288;919;1297;360;312;12340;1063;0;10694;4200;2381;3439;986;1334;10;778;784;396;1382;1067;276;1155;1529;2785;1264;598;316;10008;1841;491;0;4637;4430;1399;260;14421;14890;1807;1686;1515;1227;1825;4569;4277;3605;1771;1780;2782;1813;654;10726;5897;8416;2804;1241;385;333;326;2504;1187;2206;2501;2535;7147;2267;1334;3517;1950;4473;6253;705;1486;3330;2340;825;554;2381;19;0
BK28;2347;2113;3800;3855;4469;5735;2538;3062;1207;591;22551;8572;3719;2559;1469;5421;832;1162;2375;2712;3665;4466;2076;2559;1056;523;36452;3928;21;30368;9166;9292;9070;3735;5189;55;3002;2416;1220;3885;2683;810;3450;3793;7032;4954;2145;1007;30616;3878;1928;30;15678;10467;2914;658;41882;44710;5091;4671;5017;5283;5894;13943;11443;11884;5197;4925;6872;4073;2299;29717;16733;26855;8864;3578;926;911;1278;7566;4689;6370;10121;8748;19727;6481;3597;8012;3950;10532;19185;1752;3343;7476;8333;2820;1195;6920;58;0
BK29;1618;1504;2797;2769;3738;3582;2375;2129;730;495;16192;6333;3136;1935;1063;4286;667;786;1556;2187;2957;2646;1996;1837;695;462;26753;2970;0;20985;7199;6361;6346;2994;3853;10;2516;1584;1042;2825;1987;450;2170;2708;6199;2686;1793;783;21790;3484;1479;0;11075;8311;2047;304;30046;31020;3327;3453;2910;3035;3814;9512;8710;8291;4131;3677;5423;3633;1150;21737;12156;17547;7257;2180;597;497;883;4951;2471;4477;6872;6894;13729;4200;2750;6498;3584;7875;13862;1303;2271;5892;5681;1641;653;5762;63;4
BK41;1027;1185;1803;1269;1506;2064;1272;989;590;332;9848;2325;1151;1054;372;2668;413;722;1254;878;1032;1413;802;712;518;282;15434;1457;67;10576;5397;3354;3773;1303;1607;0;1225;580;231;1836;1005;782;948;1600;4394;1346;982;505;12101;1911;1403;19;6952;3954;939;192;17737;18462;2914;2508;2704;2543;2562;6184;5135;4191;1673;2088;1946;1230;521;12037;6020;12436;3696;1605;536;602;666;3935;2312;2933;2417;1982;5644;3115;1780;5086;2944;3441;8596;858;747;1690;1984;639;532;6110;0;0
BK46;591;351;884;560;774;1279;703;883;231;351;4947;1872;698;359;111;1007;143;234;524;384;560;1044;537;784;199;331;7409;851;33;6336;3063;1112;2193;445;596;12;363;320;564;928;441;107;717;943;2193;352;293;176;5969;738;702;0;2409;2766;1153;279;9573;9968;1663;1582;1400;1648;1576;2382;1874;2251;1227;1306;1177;965;490;6607;3706;7691;1148;376;150;410;397;2322;1114;1786;859;776;3300;2016;798;2335;1588;2897;3710;1224;680;1632;724;195;173;2537;34;0
BK88;2375;2731;4719;4078;3705;4138;2298;2468;1114;699;22569;6520;2180;1765;1987;8141;1389;1914;3449;3424;2934;3535;2001;2020;982;590;35800;2710;19;31105;12119;6876;11021;2834;2950;39;2732;2023;1949;4569;1030;488;2729;3107;11144;3368;2149;473;30690;2651;2399;60;15005;10920;2038;362;54766;51437;13731;11024;9717;8580;8122;15161;10136;10000;4855;4934;3941;3565;2437;28325;18516;48333;5962;3940;1021;2843;2802;16753;8092;6559;8299;7026;20096;7249;2167;6134;4058;8682;19643;1741;3099;7852;8605;2150;941;6277;39;0
BK19;2928;1318;1531;1504;1509;1406;1384;1239;523;422;8760;2558;1330;3023;342;4240;472;920;796;814;997;1025;919;1027;491;384;13095;1086;44;12661;4841;3035;2845;992;1382;8;732;669;393;1203;867;293;1246;1257;4440;844;711;432;10755;1709;625;6;8536;4180;820;228;14495;17089;1566;1534;1224;1643;1965;4053;3549;4987;2060;2235;2771;3020;977;13764;5789;7969;2460;1198;346;295;326;2218;1293;2331;1683;1444;6067;2482;2671;6491;2814;4047;9717;858;612;1474;1546;645;349;9789;0;0
BK21;2455;1172;1668;1424;1462;1422;708;559;284;61;6697;3412;1161;2654;1207;5195;784;780;1059;1009;1236;1138;642;500;227;52;9752;2570;10;12412;1779;2976;2813;819;1365;0;576;370;424;1421;862;220;526;894;2484;1004;576;395;7601;1488;663;0;7838;2543;596;238;13849;16169;1349;1691;1666;2707;2150;2947;3103;4311;1958;1965;3180;2175;816;11215;4228;9864;2201;919;448;271;400;2499;2672;1842;2370;4091;6428;2672;1310;2231;1353;1856;9359;575;1271;728;797;597;197;7988;24;0
BK23;920;831;1081;701;1092;1517;606;884;196;198;4452;3662;1722;1218;189;1908;80;326;470;435;813;930;501;782;114;198;6332;439;62;7507;2602;1356;1451;400;523;15;358;361;73;312;479;155;579;599;2518;348;357;178;5041;1046;245;0;4174;3362;435;55;6552;8920;371;375;355;342;611;1108;1603;2031;1181;1529;3071;2043;852;8026;3549;2946;718;228;112;43;64;469;401;943;481;791;3846;1635;1252;3603;1810;3044;4982;41;9;19;81;16;31;8367;0;0
BK26;1382;930;1730;1452;1521;1552;938;956;364;243;6729;3976;2092;1660;548;2802;278;505;972;1130;1229;1266;799;779;289;230;10646;1448;0;11075;3266;2397;2636;927;1420;0;735;689;580;984;916;221;863;1078;2744;800;697;339;8388;1806;452;0;5687;4271;810;300;12635;15124;1436;1259;1494;1583;1590;3580;3272;3540;1883;1881;3503;1818;920;11068;5471;7943;2616;598;226;283;371;2176;1302;1809;2733;2539;6709;2536;1170;2954;1756;4005;7063;640;752;2018;2131;307;253;5372;17;0
BK42;4345;2696;3974;4535;5661;6848;3792;3441;1276;914;30694;6539;2857;2739;1924;9497;1718;1447;2377;3058;3876;4561;2442;2516;1064;706;47909;5501;68;29120;14208;15101;10975;2873;4752;0;2281;1487;1057;4803;3303;1468;3644;5298;15543;3992;3270;1763;36383;7351;4175;0;22495;12301;2222;464;48046;57048;7472;6855;6727;7755;8663;16322;15095;15188;6084;5079;5955;2808;1091;37482;12379;34594;13785;6147;1867;1572;1375;10687;6387;9339;7509;6462;19417;11597;4003;12010;6624;6585;30897;2819;866;3407;2010;1106;2633;27263;37;20
BK43;2601;1319;2024;1806;1883;2887;1835;2148;1009;918;13793;4444;1862;1893;410;3785;748;649;1355;1289;1221;1970;1426;1838;958;846;20414;1841;0;17407;8983;3239;5470;1245;1477;45;1137;641;964;1872;1151;363;2182;2574;6683;1199;1003;600;15687;2765;1915;47;8754;6649;2545;482;25512;26002;3812;3521;3701;3869;4038;6627;6337;5967;3105;3523;3166;2451;1397;18430;9737;18320;2972;1603;258;686;813;5997;3075;4691;1993;2214;7328;4739;2569;8001;5729;6436;11994;3661;1324;2113;1098;485;613;10462;0;0
BK17;3036;1701;2598;2596;2590;3762;2920;3727;1153;987;17529;7132;3941;2089;1016;4271;1129;698;1497;1588;1628;2552;2308;3231;963;929;26811;2652;0;22147;11525;4198;6251;1795;3042;17;1397;1177;862;2643;2271;602;2651;2805;8057;1504;1431;1394;20167;5272;1353;19;9295;12174;3151;450;28670;32914;3139;2918;3236;3127;3625;7723;8074;9328;4690;4264;5290;3703;2467;25070;12083;16778;5057;1460;748;292;849;4672;2774;4682;2843;3251;13371;5732;3599;11247;5496;12683;12387;3628;4077;5406;1854;783;459;11126;64;17
BK25;1379;987;1904;1494;2647;2874;1519;1624;495;512;11016;4689;2338;1316;366;2207;439;440;976;1032;1916;2224;1196;1439;438;489;16644;1758;0;14520;6011;3203;4763;1301;1366;14;1025;733;832;2397;901;286;1618;1959;4307;1261;831;480;13800;1598;1246;0;6773;6422;1895;345;20742;21157;2598;2791;3010;2715;2688;5729;5286;5312;2616;2186;3759;2382;827;15435;8626;13810;2712;1211;426;737;670;4667;2262;2999;2357;2369;9237;3895;1743;5691;2805;6287;9148;2128;1640;3428;1779;729;493;6655;19;8
BK44;1156;1067;1616;1346;1799;2569;1554;2413;885;617;11482;3616;1479;1330;238;2315;294;629;804;999;1235;1840;1277;2030;791;566;17747;1248;12;13665;7076;3093;4547;1246;1785;14;1271;1110;801;1482;1041;382;1978;2093;5085;1408;499;583;14137;2436;1174;0;5722;6776;2250;274;19269;20732;2414;2448;1977;2544;2532;4919;4837;6507;3057;2810;2272;2883;801;15022;8433;12447;3196;818;195;519;611;3503;1989;3501;2523;1952;7461;3345;2205;6733;3867;6796;8226;2997;2266;2850;643;430;338;6337;15;0
BK79;2331;1120;1368;1094;1871;1762;781;849;273;237;8275;2516;1245;937;1035;3932;1400;494;950;745;1202;1263;621;762;237;195;12339;1706;0;9347;3013;3913;3322;1090;1001;3;730;272;91;1168;1275;220;863;1145;4286;632;792;862;8787;3184;368;0;7424;3249;655;358;14343;17488;2660;2347;2870;2477;2467;4525;4479;4800;1080;974;2025;896;231;11686;2722;11599;4170;1245;513;519;609;4275;2099;1587;1621;3226;6448;3375;1666;2114;560;2588;9098;331;649;2754;3667;1862;1228;3149;42;13
BK81;5049;2386;2898;2476;2465;2490;1177;1016;283;76;13366;4739;1766;2264;1863;7961;2744;1445;2202;1932;1659;1684;1086;898;275;76;17833;3388;36;19487;3719;6439;4541;1034;2100;11;671;711;61;1780;1960;234;1090;1322;6762;1124;921;1186;12601;4543;689;0;14746;4374;1047;149;22458;32954;4920;4133;4816;4976;4442;8129;6526;6965;2554;2489;3238;1726;498;20316;3392;21171;7053;1612;747;1170;1059;7344;4328;2989;3046;5687;12198;5844;2169;2263;918;3182;17134;485;1942;2289;3671;1751;1547;10608;0;0
BK85;2335;891;1262;924;1333;1324;774;825;114;59;7297;1681;708;831;1038;3619;1565;590;974;714;855;1098;600;686;114;59;10804;2176;43;8293;1895;4393;2554;643;1319;8;606;226;114;1192;1136;130;560;1198;3715;794;522;603;8325;2056;423;0;6464;2484;791;102;13076;16778;2686;2553;2678;2928;2817;4050;3918;3664;1547;1051;1283;619;60;9841;2371;12060;3554;1320;502;844;525;4308;2531;2036;2001;2967;5785;2782;1039;1153;465;2174;7667;391;1171;1765;3008;1265;748;2256;0;0
BK91;1456;751;2088;1638;2836;3265;2316;2530;1014;323;14835;5081;2848;926;580;2823;640;313;988;1081;1973;2410;1955;2302;836;281;25115;3055;0;14562;6771;8409;5944;1769;2222;19;945;503;298;2026;2146;547;2005;2257;10132;1150;1678;1409;18305;5651;1159;0;8168;6730;2711;608;23220;29437;3069;3034;3207;3525;3728;8143;6842;7232;3757;3247;4156;2139;578;18217;5883;16682;9258;2504;1088;739;606;4806;3342;4849;1665;2685;13313;6713;3327;5720;2671;8272;9945;2144;4385;4063;2470;653;353;5367;72;0
BK95;1152;724;1448;1324;1239;2125;910;863;262;175;8309;2091;1116;577;457;2549;506;439;1000;996;729;1549;730;671;191;162;13293;2116;29;8044;2919;5072;2782;1344;1176;0;1070;328;104;1399;979;169;666;1458;4825;713;938;644;9895;2595;803;0;6394;3189;506;133;13695;16238;2105;2090;1879;2303;2290;4677;4142;4238;1635;1525;1724;838;487;10222;2884;9622;5370;1407;469;560;353;3156;2025;2778;1683;2248;7110;3816;1237;2259;913;2199;8023;481;976;1978;1858;1087;749;4447;0;0
BK96;2213;1238;2096;2253;3024;3883;2288;2079;595;386;16203;5175;2585;1141;921;3702;929;576;1579;1564;2185;2929;1859;1756;547;378;25406;3201;48;16441;6145;8847;5932;2198;2284;0;1414;620;169;2658;2142;496;1450;1792;10201;1342;1723;1399;18817;5416;1173;0;10973;6724;1765;593;25251;31026;3890;3048;3435;3757;3987;7788;7452;8423;3690;3601;4295;2147;764;20055;6233;18237;8781;2227;764;925;797;5091;3352;4577;2897;3781;13841;7720;3326;4550;2045;6000;14055;1093;2940;5054;5487;1616;961;5150;0;0
